상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
[1+1]샤롯 나시레이어드니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508444&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bmp7W15B,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010060542.gif?1697103340,59600,29800,50,1,"아이보리,크림, 브라운, 블랙",0,TOP > 니트
아리니 단가라브이넥니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508432&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm90W15C,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010062232.gif?1697072043,29000,14500,50,12,"연베이지, 블랙",0,TOP > 니트
트임카라 퍼프니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508420&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bWp3U1s%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010065832.gif?1697017153,,38000,,1,"아이보리,크림, 오렌지, 블랙",0,TOP > 니트
플레이트 골지언발오버핏니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508391&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bGt3U1Q%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010066832.gif?1696926665,34800,24400,30,6,"화이트, 블랙",0,TOP > 니트
[1+1][made]슈인 와이드소매니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508323&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bGV%2FWA%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054312.gif?1703063960,,14900,50,14,"아이보리,크림, 진베이지, 카키",0,TOP > 니트
[made]딜리소프트 베이직꽈배기니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508274&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=a2x3Ul0%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054102.gif?1696926993,39600,19800,50,4,"아이보리,크림, 베이지, 핑크, 그레이, 블랙",0,TOP > 니트
피그온 골지브이넥오버핏니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508243&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm59W19G,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010066892.gif?1694763603,32800,23000,30,3,"핑크, 블랙",0,TOP > 니트
슬리미절개 단추골지니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508207&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=a2Z3Ul8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010061912.gif?1694597576,29800,19800,34,9,"그레이, 블랙",0,TOP > 니트
데일리모어 단추카라모달니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508195&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=amh3Ulg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010055662.gif?1694507291,21800,19800,9,20,"화이트, 머스타드,골드, 소라, 그레이, 블랙",0,TOP > 니트
[1+1][made]디포드 브이넥꽈배기니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508139&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=aGh3Ulk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010054092.gif?1703838760,,19900,50,4,"진한크림, 오렌지, 그린, 챠콜",0,TOP > 니트
테레이 단가라반팔니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507366&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm17W19C,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010065532.gif?1684138746,,19800,,36,"그린, 블랙",0,TOP > 니트
유코자수 단가라반팔니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=507039&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=aWd3Uls%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010063802.gif?1683591782,,24800,,50,"화이트, 데님3",0,TOP > 니트
베린 골지트임단가라니트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506925&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=aWd3UlQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010059582.gif?1679042187,26000,18200,30,0,"아이보리,크림, 블루, 레드, 블랙",0,TOP > 니트
로저 트위드뷔스티에,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=506790&xcode=001&mcode=001&scode=&type=X&sort=manual&cur_code=001001&search=&GfDT=bm96W19N,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010010057022.gif?1677712955,,23800,,9,"민트, 소라",0,TOP > 니트
