상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
플라워 자수 프린지 볼륨 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512338&xcode=140&mcode=002&scode=&search=&GfDT=a2d3UA%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018282.gif?1741079953,,39800,,4,화이트,0,SHIRT/BLOUSE > 블라우스
로이칸 히든 차이나 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512249&xcode=140&mcode=002&scode=&search=&GfDT=bml4W14%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018252.gif?1738895757,,29800,,1,화이트,0,SHIRT/BLOUSE > 블라우스
리오넬 핀턱 레이스 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512221&xcode=140&mcode=002&scode=&search=&GfDT=bm5%2FW18%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018232.gif?1738311451,,33000,,22,"아이보리,크림",0,SHIRT/BLOUSE > 블라우스
[1+1]에손 반오픈 브이 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511199&xcode=140&mcode=002&scode=&search=&GfDT=aWx3VQ%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018212.gif?1722386804,49800,39800,10,4,"화이트, 진베이지, 블랙",0,SHIRT/BLOUSE > 블라우스
러플커프스 골드버튼블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=504783&xcode=140&mcode=002&scode=&search=&GfDT=bWp3VA%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030016872.gif?1657155118,,25800,,14,"아이보리,크림, 소라, 블랙",0,SHIRT/BLOUSE > 블라우스
포엘 텐셀 단추 브이넥 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512638&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=ZmZ3UQ%3D%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018392.gif?1745402353,70000,66500,5,0,"화이트, 블랙",0,SHIRT/BLOUSE > 블라우스
펀칭 아일렛 퍼프 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512400&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bmt4W14%3D,,https://cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018302.gif?1742290178,,39800,,6,"아이보리,크림",0,SHIRT/BLOUSE > 블라우스
살몬 레이온 7부소매 브이넥 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510023&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bmp9W1k%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030017492.gif?1710116976,,29800,,15,"아이보리,크림, 인디핑크",0,SHIRT/BLOUSE > 블라우스
메이노 차이나 텐셀 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512495&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bG13Vw%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018352.gif?1743554682,,39800,,0,"아이보리,크림, 소라",0,SHIRT/BLOUSE > 블라우스
히틴 텐셀 오픈 카라 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512434&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bG13WQ%3D%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018322.jpg?1742554350,,45000,,0,화이트,0,SHIRT/BLOUSE > 블라우스
에손 반오픈 브이 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512465&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bWl3UFw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018342.gif?1742987262,,24900,,5,"화이트, 진베이지, 블랙",0,SHIRT/BLOUSE > 블라우스
웬디레이스 레이어드블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508275&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bm56W11F,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030017842.gif?1695160817,,19800,,1,"아이보리,크림, 블랙",0,SHIRT/BLOUSE > 블라우스
샤폰 셔링 라운드 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512525&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bmx5W11G,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018362.gif?1743753316,,29800,,0,"아이보리,크림, 스카이",0,SHIRT/BLOUSE > 블라우스
르멜 스카프 드레이프 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512429&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bmZ3UF8%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018312.gif?1742550917,,29800,,0,"아이보리,크림, 베이지",0,SHIRT/BLOUSE > 블라우스
베이투 시어 러플 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512336&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=Z253UFg%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018272.gif?1741071703,,29800,,2,"아이보리,크림, 핑크, 옐로우",0,SHIRT/BLOUSE > 블라우스
마메르 슬리브리스 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510451&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bml8W11B,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030017122.gif?1713785283,,45000,,0,"아이보리,크림, 진베이지, 블랙",0,SHIRT/BLOUSE > 블라우스
오블리크 버튼 레이온 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510112&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=Z2d3UFo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030017782.gif?1710922042,,46800,,13,"화이트, 베이지, 그레이",0,SHIRT/BLOUSE > 블라우스
[SET15%]리오넬 핀턱 레이스 블라우스+논페이드 생지데님배기팬츠,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510099&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=Zmp3UFs%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018372.gif?1744014657,62800,53400,15,2,,0,SHIRT/BLOUSE > 블라우스
[made]도트 차이나넥 7부 블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509978&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bm59W11M,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030016492.gif?1709608600,62800,29800,53,6,"아이보리,크림, 베이지, 스카이",0,SHIRT/BLOUSE > 블라우스
레이어드 랩 셔츠블라우스,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512459&xcode=140&mcode=002&scode=&type=Y&sort=manual&cur_code=140002&search=&GfDT=bm98W11N,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0010030018332.gif?1742886215,,,,0,"아이보리,크림, 블랙",0,SHIRT/BLOUSE > 블라우스
