상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
[2+1] [MADE] 24시간 숨쉬는 팬티 2탄,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59994&xcode=071&mcode=005&scode=&type=X&sort=manual&cur_code=071002&search=&GfDT=bm9%2FW1w%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710050000903.gif?1678410243,38700,15800,59,20,"rgb(255, 238, 235);, rgb(0, 0, 0);",내의
세컨즈 텐셀 런닝,https://www.joamom.co.kr/shop/shopdetail.html?branduid=30935&xcode=071&mcode=003&scode=001&type=X&sort=manual&cur_code=071002&search=&GfDT=a2Z3UA%3D%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710030000203.gif?1558486743,,9500,,586,"rgb(255, 255, 255);, rgb(0, 0, 0);, rgb(200, 168, 143);",내의
인견 노와이어 브라,https://www.joamom.co.kr/shop/shopdetail.html?branduid=30917&xcode=071&mcode=004&scode=&type=X&sort=manual&cur_code=071002&search=&GfDT=bm13Uw%3D%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710040000363.gif?1401776181,,15800,,663,"rgb(243, 223, 214);, rgb(0, 0, 0);",내의
데일리 브라캡 나시,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60192&xcode=071&mcode=003&scode=001&type=X&sort=manual&cur_code=071002&search=&GfDT=a213Ug%3D%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710030000853.gif?1681266294,,15800,,46,"rgb(255, 255, 255);, rgb(107, 94, 94);, rgb(153, 153, 153);, rgb(245, 243, 233);, rgb(0, 0, 0);",내의
쿨실크 3부&5부 속바지 2종,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54563&xcode=071&mcode=003&scode=001&type=X&sort=manual&cur_code=071002&search=&GfDT=bm57W1g%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710030000833.gif?1594694389,,9000,,195,"rgb(255, 255, 255);, rgb(254, 224, 237);, rgb(0, 0, 0);",내의
[MADE] 에어쿨 끈 슬립,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61841&xcode=071&mcode=002&scode=&type=X&sort=manual&cur_code=071002&search=&GfDT=bWx3UQ%3D%3D,"데일리하게 착용하기 좋은 쾌적한 착용감 !
달라붙지 않고 매끄럽게 촤르르- 떨어져요
(3color/M,L)",https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710020000293.gif?1715324185,,19800,,140,"rgb(255, 255, 255);, rgb(240, 233, 223);, rgb(0, 0, 0);",내의
[남성] 매트 마이크로 극세사 기모 내복,https://www.joamom.co.kr/shop/shopdetail.html?branduid=40224&xcode=071&mcode=002&scode=&type=X&sort=manual&cur_code=071002&search=&GfDT=Zm93UA%3D%3D,발열기모소재로 한겨울 추위도 문제없이! 베이직라인으로 매년 활용도높아 적극추천~ (95~105 / 3color),https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710020000083.jpg?1416794251,,16900,,0,,내의
[MADE] THE웜 3부 속바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54797&xcode=071&mcode=002&scode=&type=X&sort=manual&cur_code=071002&search=&GfDT=amV%2F,브랜드와 비교해도 자신있는 발열원단 안입은듯 가볍지만 강력한 보온성으로 올겨울 히트텍 방황하지말고 조아맘에서! (M~XL / 2color),https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710020000213.gif?1670805195,12500,5000,60,193,"rgb(186, 176, 174);, rgb(0, 0, 0);",내의
