상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,판매수량,카테고리
엘로드 투버튼 싱글 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=509791&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=aWt3UFs%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018222.gif?1708041715,,69000,,11,"연베이지, 브라운, 블랙",0,OUTER > 자켓
[made]브랜디스 테일러드더블버튼자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=508131&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=a2t3UFQ%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010017702.gif?1705975153,,59800,,29,"챠콜, 블랙",0,OUTER > 자켓
콘틱 플랩포켓 반팔 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512622&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=a2Z3UFU%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019462.gif?1745224466,288000,128000,56,0,,0,OUTER > 자켓
[셋트15%] 코럴 스트링 반팔 자켓 와이드 팬츠 세트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512619&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=Z213U1w%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019452.gif?1744969917,,63600,15,0,"화이트, 블랙",0,OUTER > 자켓
코럴 스트링 반팔 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512618&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm53U10%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019442.gif?1744970945,88800,45000,49,0,"화이트, 블랙",0,OUTER > 자켓
톤컴 바스락 포켓 셔츠자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512561&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm99W15G,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019432.gif?1744359072,,92800,,0,"진베이지, 카키, 블랙",0,OUTER > 자켓
아이켄 싱글 테일러드 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512560&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm98W15H,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019422.jpg?1744355809,,120000,,0,"베이지, 네이비",0,OUTER > 자켓
던스 나일론 하프 워크자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512505&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmp%2BW15A,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019372.gif?1743468907,,72000,,0,"아이보리,크림, 연카키",0,OUTER > 자켓
켈비 노카라 라운드 트위드 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512410&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmt6W15B,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019302.jpg?1742429637,,82000,,0,"베이지, 연그레이",0,OUTER > 자켓
하이넥 코튼 벨티드 하프 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512405&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmt8W15C,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019282.gif?1742351986,,102000,,0,블랙,0,OUTER > 자켓
메이커 코튼 하프 워크자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512394&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm97W15D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019262.gif?1742202301,,98000,,0,그레이,0,OUTER > 자켓
테일드 카라 싱글 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512391&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bml4W15M,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019272.jpg?1742431723,,140000,,0,"베이지, 네이비",0,OUTER > 자켓
아이다이 카라 레더 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512346&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm1%2FW15N,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019222.gif?1741230164,,86000,,2,블랙,0,OUTER > 자켓
토니웰 수트세트,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512267&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=Zmt3Ulw%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019172.gif?1739432699,148800,133900,10,0,,0,OUTER > 자켓
토니웰 루즈핏 싱글 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512264&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmp9W19F,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019162.gif?1740100126,,99000,,1,,0,OUTER > 자켓
빈틸리티 레더카라 배색 롱 워크자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=512197&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bm58W19G,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019142.gif?1738565209,,148000,,0,베이지,0,OUTER > 자켓
터스트 레더 배색 베어 무스탕,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511894&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bml4W19H,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019092.gif?1732515650,,98000,,0,베이지,0,OUTER > 자켓
[made]테일즈 라운드 퀼팅자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511546&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bmx9W19A,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010019032.gif?1731025547,,49800,,17,"카키, 블랙",0,OUTER > 자켓
슬로우틱 핀턱 슬리브 차이나 카라자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511348&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=bG13Ulk%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018902.gif?1725616467,,68000,,13,"로즈골드, 블랙",0,OUTER > 자켓
가먼츠 레더배색 필드 자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=511234&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=aGd3Ulo%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018832.jpg?1724323378,,150000,,2,"아이보리,크림, 베이지",0,OUTER > 자켓
아르테 세미오버핏 반팔자켓,https://www.chicfox.co.kr/shop/shopdetail.html?branduid=510491&xcode=010&mcode=001&scode=&type=X&sort=manual&cur_code=010001&search=&GfDT=aGd3Uls%3D,,//cdn4-aka.makeshop.co.kr/shopimages/chicfox/0100010018612.gif?1714438824,,49800,,15,"베이지, 블랙",0,OUTER > 자켓
