상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
베니 세미 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62799&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmh8W11B,"설레이는 화사한 컬러감과 베이직 컬러로 구성된 면팬츠
다리라인 드러남 없는 세미와이드핏에 쫀득한 신축성 자랑!
(4color / S~XL)",,42000,37800,10,10,"rgb(237, 236, 232);, rgb(219, 215, 202);, rgb(240, 206, 220);, rgb(0, 0, 0);",PANTS
제리 와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62782&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp8W11C,"짱짱하니 탄탄한 원단에 딱 떨어지는 핏감
요기조기 데일리하게 코디하기 좋은 봄 데님!
(4color / S~XL)",,42000,37800,10,50,"rgb(155, 190, 212);, rgb(28, 52, 84);, rgb(105, 105, 105);, rgb(0, 0, 0);",PANTS
[MADE] 블랙 데깅스 5부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61784&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp5W11D,"레깅스의 쫀쫀함과 데님의 탄탄함의 만남!
트렌디한 무드로 SS시즌 내내 활용도 높게~
(S~XL)",,37000,19800,46,20,"rgb(0, 0, 0);",PANTS
[MADE] 치즈 시크릿 일자 슬랙스 JP05823,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61585&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=amh3UFQ%3D,"링클 프리 + 일자핏 조합의 인생슬랙스
돌려입기 좋을 세가지 데일리 컬러~
(3color / S~XXL / 기본,롱)",,32500,9800,70,2,"rgb(171, 204, 204);, rgb(209, 204, 194);, rgb(0, 0, 0);",PANTS
립포켓 부츠컷 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62842&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bml6W11N,"립 디자인의 포켓 디테일을 준 세련된 데님★
심플한 상의에 가볍게 입어주어도 매력적이에요 :)
(S~L)",,39800,35900,10,0,"rgb(48, 88, 140);",PANTS
카고 투웨이 밴딩 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59985&xcode=065&mcode=007&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aGp3U1w%3D,"트렌디한 무드의 카고 팬츠 디자인!
데일리로 이지하게~ 가성비 굿!
(F,L / 2color /숏,기본,롱)",,17800,16100,10,188,"rgb(0, 0, 0);, rgb(184, 184, 184);",PANTS
던 슬릿 부츠컷 밴딩 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62779&xcode=065&mcode=004&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp6W15F,"탄탄+쫀쫀한 슬랙스 소재에 세련된 부츠컷!
뱃살쏙! 커버되는 와이드 밴딩에 슬림해보이는 다리 라인
(4color / S~XL)",,39800,35900,10,22,"rgb(235, 219, 211);, rgb(221, 227, 218);, rgb(102, 102, 102);, rgb(0, 0, 0);",PANTS
링클프리 차르르 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62868&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bG13U14%3D,"차르르 떨어지는 핏! 밀도감있는 링클프리 원단!
세미와이드핏으로 군살 커버해주면서 날씬해보이는 슬랙스
(2color / S,M)",,53500,48200,10,1,"rgb(240, 233, 216);, rgb(0, 0, 0);",PANTS
아토 코듀로이 배기 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62504&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2t3U18%3D,"포근함 느껴지는 코듀로이 소재
세미배기핏으로 누구나 데일리하게~
(4color / S~L)",,43000,30100,30,8,"rgb(191, 172, 191);, rgb(245, 238, 228);, rgb(45, 54, 84);, rgb(0, 0, 0);",PANTS
[MADE] 머지 카치온 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61729&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=amZ3U1g%3D,"일자 와이드 핏으로 군살은 가려주고
카치온 워싱이 매력적인 팬츠♡
(4color/S~XL)",,42000,37800,10,92,"rgb(245, 244, 240);, rgb(184, 214, 200);, rgb(237, 197, 210);, rgb(219, 213, 200);",PANTS
뉴트 벨로아 조거 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62480&xcode=065&mcode=007&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=amp3U1k%3D,"트렌디하면서 데일리한 무드로~
따뜻하고 부드러워 찬 날씨에 활용 만점!
(3color)",,42000,29400,30,4,"rgb(245, 244, 242);, rgb(194, 194, 194);, rgb(0, 0, 0);",PANTS
폴 반밴딩 일자 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62474&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm11W15C,"포근한 울터치감의 기본 슬랙스
편안한 반밴딩에 슬림 일자핏으로 날씬~
(4coolor / S~L)",,38000,26600,30,8,"rgb(245, 244, 240);, rgb(143, 136, 123);, rgb(61, 59, 61);, rgb(0, 0, 0);",PANTS
카치온 세미 배기 기모 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62451&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx5W15D,"구김이 적은 카치온사를 사용한 팬츠
피그먼트 워싱으로 멋스러움
(4color / S~L)",,49500,34600,30,7,"rgb(214, 205, 188);, rgb(143, 125, 101);, rgb(21, 40, 79);, rgb(74, 74, 74);",PANTS
르메이 핀턱 와이드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62412&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmt%2BW15M,"적당히 톡톡한 소재감으로 멋스럽게 툭-
떨어지는 핏이 과하지않으면서 세련됐어요
(3color / S~L)",,42000,25800,39,9,"rgb(135, 121, 100);, rgb(87, 87, 87);, rgb(0, 0, 0);",PANTS
베일 와이드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61821&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a253U1U%3D,"워싱 포인트로 멋스러움 UP !
탄탄한 코튼 소재로 오래 즐기기 좋아
(S~L)",,44000,30800,30,2,"rgb(132, 161, 186);",PANTS
[MADE] 리메인 세미부츠컷 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61733&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bWh3Ulw%3D,"탄탄하면서도 쫄깃한 신축성!!
다리 길어보이면서 1인치 슬림해보이는 마술핏:)
(S~XXL/기본,롱)",,45000,40500,10,85,"rgb(65, 78, 112);",PANTS
[MADE] 도파밍 카치온 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61728&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z253Ul0%3D,"화사한 컬러감, 산뜻한 피그먼트 워싱이
매력적인 와이드핏 코튼팬츠!
(3color / S~XXL / 기본,롱)",,34500,31100,10,40,"rgb(246, 247, 195);, rgb(245, 201, 224);, rgb(217, 212, 184);",PANTS
탄탄핏 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61718&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aGx3Ul4%3D,"깔끔하게 떨어지는 스트레이트 핏!
캐쥬얼하면서도 모던한 무드로 착용감 굿♥
(4color/S~L)",,39800,27800,30,1,"rgb(255, 255, 255);, rgb(235, 218, 235);, rgb(209, 199, 188);, rgb(0, 0, 0);",PANTS
[MADE] 소유 세미 배기핏 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61681&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm1%2BW19H,"보금언니 픽♥ 편안함은 물론,
날씬해보이는 보정효과까지 완벽슬랙스!
(4color / S~XL)",,39500,35600,10,24,"rgb(0, 0, 0);, rgb(77, 77, 77);, rgb(230, 170, 208);, rgb(240, 226, 201);",PANTS
조이 피그먼트 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61654&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp%2BW19A,"피그먼트 워싱으로 산뜻한 컬러감이 완성된,
지금 시즌 딱 입기 좋은 와이드 데님!!
(S~XL/5color)",,35800,25000,30,9,"rgb(237, 231, 223);, rgb(230, 142, 190);, rgb(250, 220, 220);, rgb(181, 207, 232);, rgb(213, 237, 223);",PANTS
[MADE] 언엔딩 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61602&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a2Z3Ulk%3D,"바지맛집 조아맘이 제안하는 극강의 편안함♡
매일 입어도 질리지 않는 면바지 :)
(3color / S~XL / 기본,롱)",,34500,31100,10,49,"rgb(0, 0, 0);, rgb(250, 250, 250);, rgb(230, 222, 145);",PANTS
[MADE] 치즈 와이드 팬츠 JP05822,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61584&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm98W19C,"하체고민까지도 완벽하게 커버해줄 핏에
들뜸 없이 차르르 떨어지는 치즈 와이드~
(3color / S~XXL / 기본,롱)",,32500,9800,70,1,"rgb(0, 0, 0);, rgb(222, 186, 186);, rgb(224, 208, 188);",PANTS
더캐리 기모 반밴딩 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61495&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2V%2BVg%3D%3D,"깔끔하게 톡-떨어지는 일자핏 슬랙스!
쫀쫀한 텐션감으로 보온성과 편안함까지
(S,M,L/2color)",,42000,37800,10,31,"rgb(0, 0, 0);, rgb(230, 226, 213);",PANTS
리모드 울 큐롯 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61451&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm54W19M,"와이드하게 톡-떨어지는 핏감으로 세련된 큐롯 팬츠!
도톰한 모직소재로 따뜻하게 입어주기 좋아요
(S~L / 3color)",,41000,36900,10,54,"rgb(0, 0, 0);, rgb(62, 64, 66);, rgb(232, 228, 223);",PANTS
[MADE] 아이콘 벨벳 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61300&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm95W19N,"명품브랜드에서 앞다퉈 출시하는 벨벳데님 소재!
다리가 엄청 날씬해보이는 힘있게 잡아주는 핏
(S~XXL / 2color)",,49500,29800,40,20,"rgb(45, 51, 64);, rgb(0, 0, 0);",PANTS
제로컷 기모 부츠컷 데님,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61245&xcode=065&mcode=004&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=ZmV9,"입는 순간 감탄 그자체, 다이어트 효과 톡톡한!
부해 보임 없는 기모 데님 팬츠에요
(S~XL)",,46000,41400,10,27,"rgb(0, 0, 0);",PANTS
포븐 투버튼 기모 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61242&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2d3UA%3D%3D,"도톰한 울터치에 기모 안감으로 한겨울까지 쭉-
미운 똥배 쏙! 가려주는 투버튼 디자인
(S~L / 3color)",,42000,29400,30,7,"rgb(214, 206, 195);, rgb(84, 83, 82);, rgb(0, 0, 0);",PANTS
코지 포켓 와이드 면팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61229&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp1W14%3D,"부드럽고 짱짱한 텐션의 속기모 원단으로
포근하고 여유롭게~트렌디한 세미 와이드핏
(S~L / 3color)",,43000,30100,30,12,"rgb(242, 237, 223);, rgb(105, 84, 65);, rgb(0, 0, 0);",PANTS
[MADE] 시그니처 롤업 밴딩팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60902&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm97W18%3D,"여러분들의 사랑으로 새로운 시그니처 등장!
여유있는 일자핏에 밑단 롤업으로 캐쥬얼한 코디 완성!
(S~XXL / 2color / 기본,롱)",,39800,14800,63,286,"rgb(31, 31, 31);, rgb(75, 81, 89);",PANTS
아웃 포켓 배기 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60097&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm5%2FW1g%3D,"문의 폭주! 낙낙하게 멋스러운 배기핏
쫀득한 텐션감에 힘있는 소재 퀄리티 굿
(3color)",,45000,31500,30,4,"rgb(212, 172, 199);, rgb(0, 0, 0);, rgb(191, 187, 176);",PANTS
에딕트 히든밴딩 부츠컷 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59938&xcode=065&mcode=004&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=ZmV4,"데일리로 잘 입어질 부츠컷 라인!
쫀득쫀득~텐션감 좋은 코튼 소재
(S~L / 3color)",,37000,25900,30,41,"rgb(247, 247, 242);, rgb(132, 190, 177);, rgb(0, 0, 0);",PANTS
[MADE] 치즈 와이드 팬츠 JP05057,https://www.joamom.co.kr/shop/shopdetail.html?branduid=55837&xcode=065&mcode=008&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aW53Vw%3D%3D,"다리라인 드러나지 않는 딱적당한 와이드
치즈원단 말해뭐해요? 미친주문속도
(S~XXL / 3color / 롱다리ver.)",,9800,8900,10,1,"rgb(223, 204, 190);, rgb(34, 37, 70);, rgb(0, 0, 0);",PANTS
사선포켓 핀턱 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62192&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=am53Vg%3D%3D,"세련된 무드를 주는 사선 포켓과 핀턱
여름내내 입기 좋은 넘 시원한 슬랙스
(2color / F, L)",,39800,27800,30,3,"rgb(44, 41, 89);, rgb(0, 0, 0);",PANTS
앤디 A라인 큐롯 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62196&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmh3WQ%3D%3D,"편안함과 스타일 모두 갖춘 바스락 치마바지,
유연한 허리밴딩으로 통통 77까지 OK♡
(4color)",,47500,42800,10,2,"rgb(54, 54, 54);, rgb(196, 191, 169);, rgb(61, 47, 28);, rgb(106, 127, 148);",PANTS
COOL 텐셀 배기 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62198&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=ZmZ3WA%3D%3D,"우수한 신축성과 안 입은 듯 라이트한 텐셀 팬츠!
YKK 파스너를 사용하여 퀄리티를 높였어요
(5color / S~XXL / 숏, 기본, 롱)",,22800,20600,10,20,"rgb(211, 233, 235);, rgb(227, 226, 207);, rgb(232, 204, 215);, rgb(168, 168, 168);, rgb(43, 43, 43);",PANTS
쿨치즈 절개 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62173&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Zmh3UFw%3D,"쫀~득한 신축성으로 편안한 착용감 !
시원한 촉감으로 더위 걱정없는 팬츠
(4color / S~L)",,47500,42800,10,5,"rgb(0, 0, 0);, rgb(242, 241, 240);, rgb(168, 153, 125);, rgb(73, 77, 73);",PANTS
미케 플리츠 반바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62156&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aW93UF0%3D,"은은한 광택감의 탱글한 플리츠 원단!
A라인으로 예쁘게 떨어져 하체라인 군살도 완벽커버♥
(2color)",,31000,21700,30,3,"rgb(0, 0, 0);, rgb(191, 191, 159);",PANTS
차르르 쿨링 밴딩팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62147&xcode=065&mcode=007&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bml9W11G,"더위 걱정없이 입기 좋은 시원한 착용감 !
차르르 - 떨어지는 매끄러운 텍스처
(5color / S~L)",,36000,25200,30,11,"rgb(245, 242, 233);, rgb(191, 206, 217);, rgb(94, 87, 83);, rgb(71, 77, 82);, rgb(0, 0, 0);",PANTS
프레쉬 바이오워싱 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62085&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bml3UF8%3D,"물 빠짐을 최소화해주는 바이오워싱 !
화사한 컬러감을 데일리하게 즐겨보세요
(2color / S~XL)",,34500,24100,30,6,"rgb(245, 193, 216);, rgb(205, 226, 250);",PANTS
썸머시크 셔링 점프수트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62086&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm9%2BW11A,"코디 걱정없이 외출 준비 끝 !
원마일 룩으로 활용하기 좋은 점프수트 :)
(2color)",,34500,24100,30,0,"rgb(177, 178, 164);, rgb(0, 0, 0);",PANTS
글로시 블라우스 팬츠 세트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62093&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aGx3UFk%3D,"데일리, 휴가룩 등으로 어울리는 아이템 !
은은한 광택감으로 고급스러운 무드의 세트
(2color)",,45000,40500,10,8,"rgb(240, 220, 182);, rgb(122, 119, 122);",PANTS
[MADE] 트라이앵글 4부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62069&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm99W11C,"사이드 절개 포인트로 내추럴한 A라인 핏
탄탄한 코튼 소재로 오랫동안 입기 좋아요
(2color / S~XL)",,35000,31500,10,44,"rgb(145, 181, 207);, rgb(66, 80, 125);",PANTS
워싱린넨 랩 3부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62054&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm96W11D,"랩 디자인의 반바지로 여성스러운 무드와
편안함까지 더해준 쇼츠 소개해드려요-
(3color / F, L)",,33500,23400,30,37,"rgb(0, 0, 0);, rgb(247, 247, 247);, rgb(245, 239, 233);",PANTS
레인보우 밴딩 반바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62050&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=a2d3UFQ%3D,"9가지 컬러 구성으로 폭 넓은 선택권 ♥
여기저기 다양하게 활용하기 좋아 추천 꾹 !
(9color)",,18500,12900,30,70,"rgb(255, 255, 255);, rgb(245, 243, 235);, rgb(222, 187, 184);, rgb(161, 143, 119);, rgb(145, 134, 97);, rgb(140, 136, 86);, rgb(153, 186, 194);, rgb(46, 49, 74);, rgb(0, 0, 0);",PANTS
다이아몬드 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62038&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bG93UFU%3D,"다이아몬드 쉐입 포인트로 멋스러움 톡 !
세련된 캐주얼 무드를 느껴보세요 ♥
(S~XL)",,45000,31500,30,1,"rgb(159, 171, 187);",PANTS
탄탄워싱 3부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62011&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm13U1w%3D,"변형을 최소화해주는 탄탄한 소재 !
여기저기 매치하기 좋은 차분한 데님 컬러",,23500,12800,46,6,"rgb(76, 92, 125);",PANTS
[MADE] 에떼 큐롯 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62016&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2h3U10%3D,"스커트처럼 풍성한 A라인 치마바지!
비침 없이 얇고 시원한 국내원단 진짜 좋아요
(5color)",,43500,39200,10,36,"rgb(245, 220, 245);, rgb(178, 205, 212);, rgb(0, 0, 0);, rgb(173, 186, 147);, rgb(176, 147, 123);",PANTS
[MADE] 로우 린넨 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62019&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aG53U14%3D,"시원한 린넨 블랜딩의 고퀄 원단!
4부기장 와이드핏으로 군살 완벽커버:)
(3color / 1, 2)",,36000,19800,45,9,"rgb(0, 0, 0);, rgb(78, 132, 194);, rgb(250, 248, 242);",PANTS
[MADE] 힐링 린넨 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62021&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp1W15H,"편안한 신축성의 린넨 데일리 팬츠!
힙과 허벅지 군살 드러남 없이 싹-커버
(6color / S~XL)",,,32500,,299,"rgb(238, 236, 244);, rgb(216, 181, 198);, rgb(160, 172, 198);, rgb(194, 174, 144);, rgb(99, 88, 76);, rgb(0, 0, 0);",PANTS
[MADE] 치즈 턱 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62003&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bWp3U1g%3D,"구김, 변형 걱정없는 치즈원단,
여유로운 4부 길이로 날씬핏 연출해보세요!
(3color / S~XL)",,29500,14800,50,112,"rgb(186, 180, 168);, rgb(40, 42, 66);, rgb(0, 0, 0);",PANTS
투핀턱 카브라 4부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61999&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmh3U1k%3D,"투핀턱+카브라 디자인의 멋스러운 쇼츠
덴타가공으로 원단 변형 없이 오래 -!
(3color / S~L)",,42000,29400,30,4,"rgb(252, 252, 247);, rgb(145, 134, 122);, rgb(0, 0, 0);",PANTS
레이 하프밴딩 린넨 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62002&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z293U1o%3D,"쾌적한 착용감을 주는 린넨 블렌딩 소재
쫀득한 신축성으로 착용감까지 완벽해요 !
(3color / S~L)",,39800,27800,30,20,"rgb(222, 216, 202);, rgb(99, 88, 84);, rgb(0, 0, 0);",PANTS
[MADE] 쿨 분또 핀턱 반바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61989&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm13U1s%3D,"마치 스커트인 듯 내추럴한 플레어 핏 ♥
우수한 신축성으로 편안한 착용감까지 완벽
(3color / M,L)",,29500,26600,10,27,"rgb(207, 196, 186);, rgb(240, 206, 216);, rgb(0, 0, 0);",PANTS
[MADE] 쿨 분또 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61990&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmx%2FW15M,"경쾌한 무드를 연출해주는 8부 기장 !
편안한 착용감까지 갖춘 완벽한 데일리 팬츠
(3color / M,L)",,33000,29700,10,61,"rgb(189, 179, 172);, rgb(232, 200, 217);, rgb(0, 0, 0);",PANTS
[MADE] 시그니처 썸머 데님 밴딩팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61993&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmt7W15N,"군살 쏙~ 개미허리 핏으로 완성!
청량한 컬러감을 표현해낸 로프다잉 기법
(2color / S~XXL / 기본,롱)",,38500,14800,62,2,"rgb(134, 161, 196);, rgb(35, 41, 89);",PANTS
[MADE] 시그니처 썸머 면 밴딩팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61994&xcode=065&mcode=001&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmh%2FW19E,"여러번 입어도 뛰어난 스판 복원력 !
아랫배까지 완벽히 커버하는 효자 아이템 ♥
(4color / S~XXL / 기본,롱)",,36500,14800,59,2,"rgb(0, 0, 0);, rgb(255, 255, 255);, rgb(227, 224, 209);, rgb(230, 230, 230);",PANTS
[MADE] 쿨 라인 배기 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61996&xcode=065&mcode=003&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmt8W19F,"1만장돌파!! 한여름에 입는 인생 배기 팬츠
쫀~득한 신축성! 무조건 깔별 쟁이세요
(4color / S~XXL)",,26500,23900,10,645,"rgb(242, 244, 245);, rgb(201, 201, 171);, rgb(104, 148, 127);, rgb(0, 0, 0);",PANTS
무아르 더블 핀턱 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61981&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=aW53Ul4%3D,"군더더기 없이 깔끔한 디자인의 슬랙스
다양하게 매치하기 좋아 매일 입고 싶어요!
(4color / S~L)",,38000,26600,30,19,"rgb(223, 218, 223);, rgb(131, 123, 118);, rgb(53, 53, 55);, rgb(0, 0, 0);",PANTS
슬라브 링사 4부 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61972&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bmp6W19H,"경쾌한 4부 길이로 체형에 구애없이 추천★
슬라브 결이 느껴지는 프리미엄 링사소재!
(2color / S~XL)",,36000,25200,30,3,"rgb(70, 75, 115);, rgb(161, 181, 194);",PANTS
리즈 와이드핏 데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61975&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bWl3Ulg%3D,"히든 밴딩 디테일로 깔끔한 아웃핏 !
멋스러운 캐주얼 룩으로 완성시켜주는 팬츠
(2color / S~XL)",,46000,32200,30,5,"rgb(141, 163, 187);",PANTS
소프트 링사 일자와이드 데님,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61941&xcode=065&mcode=006&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm14W19B,"멋스러움의 끝판-! 일자와이드 데님
프리미엄 링사로 유연하지만 탄탄한 핏!
(2color / S~XL)",,47500,33200,30,22,"rgb(200, 213, 230);, rgb(85, 102, 146);",PANTS
레트빈 5부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61942&xcode=065&mcode=005&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=bm51W19C,"트렌디한 캐주얼 무드를 연출해주는
5부 기장의 팬츠를 즐겨보세요 !
(4color / S~XL)",,36500,25500,30,15,"rgb(250, 250, 250);, rgb(205, 195, 186);, rgb(212, 188, 192);, rgb(0, 0, 0);",PANTS
샌디 더블핀턱 쿨 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61944&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065&search=&GfDT=Z2d3Uls%3D,"레이온 혼방으로 쿨링감이 느껴지는 소재로
지금부터 한여름까지입는 썸머 슬랙스~
(4color / S~L)",,42000,29400,30,18,"rgb(102, 87, 75);, rgb(55, 64, 66);, rgb(204, 199, 184);, rgb(0, 0, 0);",PANTS
