상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
조이 버튼 와이드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60951&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bG13UFU%3D,"구김없이 차르르한 소재 편안한 와이드핏
프론트 핀턱과 비죠 포인트를 더했어요!
(S~L / 3color)",,32500,22700,30,8,"rgb(71, 71, 71);, rgb(99, 90, 84);, rgb(0, 0, 0);",와이드핏
얼데이 투웨이 카고 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60939&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=Zm53U1w%3D,"데일리하면서도 힙한 매력의 카고 팬츠!
와이드&조거 투웨이로 연출 가능해요:)
(F,L / 3color / 숏, 기본, 롱)",,22800,20600,10,30,"rgb(247, 245, 237);, rgb(0, 0, 0);, rgb(66, 66, 66);",와이드핏
리케인 코튼 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60914&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=am93U10%3D,"데일리로 자주 손이 갈 낙낙한 일자와이드 !
포켓라인 센스있는 마감디테일로 포인트 UP
(S~L / 3color)",,29800,26900,10,39,"rgb(0, 0, 0);, rgb(59, 57, 59);, rgb(245, 245, 242);",와이드핏
울라이크 융기모 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62693&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bGd3U14%3D,"★주문폭주였던 그 팬츠!!★
융기모 안감으로 업그레이되서 돌아왔어요~
(5color)",,24800,22100,11,38,"rgb(252, 252, 245);, rgb(222, 218, 202);, rgb(143, 146, 148);, rgb(82, 83, 84);, rgb(0, 0, 0);",와이드핏
패딩 와이드 8부 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62641&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bmp%2FW15H,"가볍고 따뜻하게 입기 좋은 패딩 팬츠
와이드핏으로 레깅스 하나 더 챙겨 입고 추위걱정 끝
(3color)",,42000,37800,10,6,"rgb(173, 151, 121);, rgb(96, 101, 105);, rgb(31, 31, 31);",와이드핏
핀턱 와이드 8부 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62566&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=aGZ3U1g%3D,"울 소재감이 느껴지는 듯 포근한 원단 사용
반밴딩에 와이드하게 툭 떨어지는 멋스러운 핏
(3color / S~L)",,32500,29300,10,7,"rgb(230, 228, 213);, rgb(71, 71, 71);, rgb(0, 0, 0);",와이드핏
[MADE] 치즈 기모 스탠다드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62548&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=aGh3U1k%3D,"""압축기모"" 원단으로 둔하지 않은 두께감에 편안한 착용감
하체 컴플렉스 완벽커버하는 세미와이드!
(3color / S-XXL / 기본,롱)",,41500,24900,40,95,"rgb(252, 248, 240);, rgb(128, 115, 83);, rgb(0, 0, 0);",와이드핏
울라이크 핀턱 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=62477&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bGp3U1o%3D,"인스타 오픈알림 댓글만 600건 이상!!
밴딩 아래로 핀턱을 넣어 더욱 여유있게~
누구나 편하게 매일 꺼내입기 좋은 스트링 팬츠
(3color)",,23500,21200,10,95,"rgb(237, 231, 223);, rgb(176, 176, 176);, rgb(0, 0, 0);",와이드핏
루카스 코듀로이 기모 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61393&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=Zmp3U1s%3D,"쫀득쫀득한 텐션감에 부드럽게 워싱 가공된 코듀로이 기모,
편안하면서도 따뜻한 겨울 데일리 템!
(4color)",,46000,41400,10,9,"rgb(215, 213, 209);, rgb(144, 88, 118);, rgb(65, 67, 66);, rgb(0, 0, 0);",와이드핏
[MADE] 치즈 똥배커버 밍크 와이드 슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61383&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=aGZ3U1Q%3D,"부드러운 밍크안감, 겨울 한파 걱정없는 보온성!!깔끔하게 떨어지는 와이드핏!(S~XXL / 2color / 기본,롱)",,46500,29800,36,61,"rgb(132, 123, 115);, rgb(0, 0, 0);",와이드핏
브루클린 기모 팬츠 세트,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61310&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bmt8W15N,"뽀송뽀송 도톰한 기모안감으로 따뜻하게!
낙낙한 사이즈의 맨투맨+와이드 팬츠로 휘뚤마뚤템!
(4color)",,38000,34200,10,10,"rgb(0, 0, 0);, rgb(252, 252, 252);, rgb(125, 125, 125);, rgb(245, 241, 233);",와이드핏
폴크 양기모 롱 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61304&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=amp3Ulw%3D,"멋스러운 와이드핏으로 베스트템 겨울 버전!
보들한 겉피치에 보송한 기모안감으로 따뜻하게
(3color / S~XL)",,46000,29000,37,28,"rgb(173, 158, 137);, rgb(242, 241, 235);, rgb(0, 0, 0);",와이드핏
밍크 코듀로이 카고 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61282&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bmt9W19F,"후끈후근~ 한파에도 끄떡없는 밍크안감
트렌디한 카고 디자인으로 멋스럽게!
(5color)",,19800,17900,10,43,"rgb(236, 189, 180);, rgb(230, 222, 209);, rgb(140, 158, 160);, rgb(28, 33, 37);, rgb(0, 0, 0);",와이드핏
[MADE] 힐링 코듀로이 와이드 팬츠 JP05777,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61264&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=ZmV%2BUw%3D%3D,"포근하고 무드 있게 잘 입어질기모 안감으로
한파까지 따뜻하게 해드려요
(5color / S~XL / 기본,롱)",,36500,14800,59,949,"rgb(168, 167, 157);, rgb(166, 116, 128);, rgb(105, 125, 119);, rgb(89, 73, 69);, rgb(250, 248, 242);",와이드핏
뭉크 기모 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59732&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bmt%2FW19H,"군살은 쏙! 멋스럽게 핏감 너무 예쁜
보들한 피치면에 기모안감으로 훈훈해요
(S~L / 4color)",,44000,39600,10,24,"rgb(0, 0, 0);, rgb(204, 200, 191);, rgb(157, 128, 130);, rgb(255, 255, 255);",와이드핏
포그니 랩 치마바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59725&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=a2Z3Ulg%3D,"페미닌한 매력과 멋스러움을 모두 갖춘!
보들보들 유연한 울 터치감으로 포근해요
(S~L / 2color)",,46000,41400,10,41,"rgb(242, 236, 225);, rgb(0, 0, 0);",와이드핏
밍크 코듀로이 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=57504&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bmt7W19B,"데일리로 멋내기 좋은 와이드핏
소프트한 밍크안감 훈훈함 가득
(5color)",,19800,17900,10,324,"rgb(233, 225, 216);, rgb(0, 0, 0);, rgb(199, 167, 168);, rgb(130, 141, 154);, rgb(54, 54, 54);",와이드핏
벨트세트 핀턱 롤업 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61185&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=amZ3Ulo%3D,"여유로운 아방한핏이 멋스러운 디자인!
벨트까지 세트인데 이가격~ 뒷밴딩입니다~
(S~L / 3color)",,,,,16,"rgb(0, 0, 0);, rgb(97, 79, 70);, rgb(207, 200, 171);",와이드핏
[MADE] 위켄드 텐셀데님 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61995&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bmZ3Uls%3D,"밀도 높은 조직감으로 높은 퀄리티 팬츠 !
텐셀 데님 소재로 실키하고 매끄러운 텍스처
(2color/M,L)",,,,,78,"rgb(114, 127, 156);, rgb(41, 47, 77);",와이드핏
모던 투핀턱 코튼슬랙스,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61835&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bmt8W19M,"트렌디 하지만 과하지 않게!
핀턱+와이드 핏으로 멋스럽게 즐겨주세요:)
(S~L / 3color)",,,,,9,"rgb(203, 197, 193);, rgb(203, 143, 175);, rgb(0, 0, 0);",와이드핏
링클 핀턱 와이드 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60232&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=a2Z3UlU%3D,"내추럴하게 멋스러운 링클 소재!
하체 군살 쏙 커버 해주는 와이드 핏
(3color)",,,,,6,"rgb(228, 153, 190);, rgb(184, 178, 147);, rgb(0, 0, 0);",와이드핏
애쉬다잉 일자와이드 코튼 팬츠,https://www.joamom.co.kr/shop/shopdetail.html?branduid=61920&xcode=065&mcode=002&scode=&type=X&sort=manual&cur_code=065002&search=&GfDT=bm59W1w%3D,"빈티지한 멋스러움 가득한 다잉워싱★
기본템과 한 끗 차이로 스타일리쉬하게!
(3color / S~L)",,,,,10,"rgb(252, 252, 252);, rgb(250, 242, 248);, rgb(215, 222, 213);",와이드핏
