상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리
[2+1] [MADE] 24시간 숨쉬는 팬티 2탄,https://www.joamom.co.kr/shop/shopdetail.html?branduid=59994&xcode=071&mcode=005&scode=&type=X&sort=manual&cur_code=071001&search=&GfDT=amZ3UQ%3D%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710050000903.gif?1678410243,38700,15800,59,20,"rgb(255, 238, 235);, rgb(0, 0, 0);",보정속옷
세컨즈 텐셀 런닝,https://www.joamom.co.kr/shop/shopdetail.html?branduid=30935&xcode=071&mcode=003&scode=001&type=X&sort=manual&cur_code=071001&search=&GfDT=bm96W10%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710030000203.gif?1558486743,,9500,,586,"rgb(255, 255, 255);, rgb(0, 0, 0);, rgb(200, 168, 143);",보정속옷
인견 노와이어 브라,https://www.joamom.co.kr/shop/shopdetail.html?branduid=30917&xcode=071&mcode=004&scode=&type=X&sort=manual&cur_code=071001&search=&GfDT=bm9%2BW14%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710040000363.gif?1401776181,,15800,,663,"rgb(243, 223, 214);, rgb(0, 0, 0);",보정속옷
데일리 브라캡 나시,https://www.joamom.co.kr/shop/shopdetail.html?branduid=60192&xcode=071&mcode=003&scode=001&type=X&sort=manual&cur_code=071001&search=&GfDT=aGh3Ug%3D%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710030000853.gif?1681266294,,15800,,46,"rgb(255, 255, 255);, rgb(107, 94, 94);, rgb(153, 153, 153);, rgb(245, 243, 233);, rgb(0, 0, 0);",보정속옷
쿨실크 3부&5부 속바지 2종,https://www.joamom.co.kr/shop/shopdetail.html?branduid=54563&xcode=071&mcode=003&scode=001&type=X&sort=manual&cur_code=071001&search=&GfDT=bmp9W1g%3D,,https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710030000833.gif?1594694389,,9000,,195,"rgb(255, 255, 255);, rgb(254, 224, 237);, rgb(0, 0, 0);",보정속옷
애플힙 보정 거들,https://www.joamom.co.kr/shop/shopdetail.html?branduid=57317&xcode=071&mcode=001&scode=&type=X&sort=manual&cur_code=071001&search=&GfDT=Zmd3UQ%3D%3D,"볼록나온 똥배, 쳐진 엉밑살을 UP! 팬티,속바지,보정거들을 하나로! 심리스로 티내지말고 입어요~ (L~2XL / 2color)",https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710010000333.gif?1634107755,,19900,,12,"rgb(210, 201, 191);, rgb(0, 0, 0);",보정속옷
[MADE] 24시간 숨쉬는 Y커버 치마 속바지,https://www.joamom.co.kr/shop/shopdetail.html?branduid=51935&xcode=071&mcode=001&scode=&type=X&sort=manual&cur_code=071001&search=&GfDT=bmt5W10%3D,"스커트&원피스 착용시 민망한 Y라인
이제 더이상 민망해 하지 마세요!
(M~XL / 2color)",https://cdn3-aka.makeshop.co.kr/shopimages/yamiyami/0710010000313.gif?1672895703,21500,10700,50,162,"rgb(242, 237, 233);, rgb(0, 0, 0);",보정속옷
