상품명,상품URL,상품설명,이미지URL,정가,판매가,할인율,리뷰수,색상,카테고리_대분류,카테고리_소분류,카테고리_전체
플레르 트위드 롱 원피스(벨트증정),https://baddiary.com/product/%ED%94%8C%EB%A0%88%EB%A5%B4-%ED%8A%B8%EC%9C%84%EB%93%9C-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4%EB%B2%A8%ED%8A%B8%EC%A6%9D%EC%A0%95/28147/category/176/display/1/,,https://baddiary.com/web/product/tiny/202503/498b34fc62a9815f01b5eecaeae395b7.webp,,,,0,"rgb(0, 0, 0);, rgb(204, 223, 224);, rgb(250, 246, 232);",DRESS,H라인,DRESS > H라인
NEW 샌디아 골드 카라 원피스(S~L),https://baddiary.com/product/new-%EC%83%8C%EB%94%94%EC%95%84-%EA%B3%A8%EB%93%9C-%EC%B9%B4%EB%9D%BC-%EC%9B%90%ED%94%BC%EC%8A%A4sl/28146/category/176/display/1/,,https://baddiary.com/web/product/tiny/202503/713bf431ea999015b4a968898a22c9d9.webp,,,,11,"rgb(204, 203, 186);, rgb(21, 28, 41);",DRESS,H라인,DRESS > H라인
알바레 노카라 자켓 / 부츠컷 슬랙스 / 스커트 (선택구매),https://baddiary.com/product/%EC%95%8C%EB%B0%94%EB%A0%88-%EB%85%B8%EC%B9%B4%EB%9D%BC-%EC%9E%90%EC%BC%93-%EB%B6%80%EC%B8%A0%EC%BB%B7-%EC%8A%AC%EB%9E%99%EC%8A%A4-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%EC%84%A0%ED%83%9D%EA%B5%AC%EB%A7%A4/28036/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/4866d6fe1b06b47a65080df42b0e6566.webp,,,55,3,"rgb(245, 240, 215);, rgb(217, 208, 161);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
크램 트위드 숏 자켓+스커트 투피스 세트,https://baddiary.com/product/%ED%81%AC%EB%9E%A8-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%88%8F-%EC%9E%90%EC%BC%93%EC%8A%A4%EC%BB%A4%ED%8A%B8-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8/28047/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/5516bc046735925b974161914ba9002e.webp,,,40,2,"rgb(0, 0, 0);, rgb(245, 191, 211);",DRESS,H라인,DRESS > H라인
골드 단추 점프수트(S~L),https://baddiary.com/product/%EA%B3%A8%EB%93%9C-%EB%8B%A8%EC%B6%94-%EC%A0%90%ED%94%84%EC%88%98%ED%8A%B8sl/17165/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/957a39bc56522dc47d137d07f3a25d43.webp,,,,240,"rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
클로에 더블 롱 원피스(S~L),https://baddiary.com/product/%ED%81%B4%EB%A1%9C%EC%97%90-%EB%8D%94%EB%B8%94-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4sl/15328/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/347f783d22c7ed9f90d691f86bb20323.webp,,,,95,"rgb(22, 23, 74);",DRESS,H라인,DRESS > H라인
[made] 르샤토 버튼 원피스(S~L),https://baddiary.com/product/made-%EB%A5%B4%EC%83%A4%ED%86%A0-%EB%B2%84%ED%8A%BC-%EC%9B%90%ED%94%BC%EC%8A%A4sl/28108/category/176/display/1/,,https://baddiary.com/web/product/tiny/202503/9681b07c586d33840fe1510fe0a73436.webp,,,60,2,"rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
로저 블라우스+머메이드 롱 스커트 투피스 세트(S~L),https://baddiary.com/product/%EB%A1%9C%EC%A0%80-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4%EB%A8%B8%EB%A9%94%EC%9D%B4%EB%93%9C-%EB%A1%B1-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8sl/27940/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/3bad382dde921084dc98be74e4ec8978.webp,,,,0,"rgb(215, 177, 112);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
비올라 라인 원피스,https://baddiary.com/product/%EB%B9%84%EC%98%AC%EB%9D%BC-%EB%9D%BC%EC%9D%B8-%EC%9B%90%ED%94%BC%EC%8A%A4/28100/category/176/display/1/,,https://baddiary.com/web/product/tiny/202503/b35e32e3c0bea6c8b86e0957fbd5689e.webp,,,,0,"rgb(0, 0, 0);, rgb(254, 255, 239);",DRESS,H라인,DRESS > H라인
노에라 스퀘어 롱 원피스(기본/진주)(S~L),https://baddiary.com/product/%EB%85%B8%EC%97%90%EB%9D%BC-%EC%8A%A4%ED%80%98%EC%96%B4-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4%EA%B8%B0%EB%B3%B8%EC%A7%84%EC%A3%BCsl/27650/category/176/display/1/,,https://baddiary.com/web/product/tiny/202411/b2109f35bc18bfa5b91f1f4b2109512e.webp,,,40,4,"rgb(0, 0, 0);, rgb(254, 255, 239);",DRESS,H라인,DRESS > H라인
[하객룩] 아스카 타이 배색 원피스(S~L),https://baddiary.com/product/%ED%95%98%EA%B0%9D%EB%A3%A9-%EC%95%84%EC%8A%A4%EC%B9%B4-%ED%83%80%EC%9D%B4-%EB%B0%B0%EC%83%89-%EC%9B%90%ED%94%BC%EC%8A%A4sl/24807/category/176/display/1/,,https://baddiary.com/web/product/tiny/202402/d9c026c1fdcc408956e62b76efa2dc3a.webp,,,11,13,"rgb(0, 0, 0);, rgb(215, 177, 112);",DRESS,H라인,DRESS > H라인
셀레스 골드 버튼 원피스(S~L),https://baddiary.com/product/%EC%85%80%EB%A0%88%EC%8A%A4-%EA%B3%A8%EB%93%9C-%EB%B2%84%ED%8A%BC-%EC%9B%90%ED%94%BC%EC%8A%A4sl/27863/category/176/display/1/,,https://baddiary.com/web/product/tiny/202501/873797757de0d2ecb094e51472f0da22.webp,,,,5,"rgb(0, 0, 0);, rgb(169, 169, 169);",DRESS,H라인,DRESS > H라인
[출근룩] 하워드 더블 자켓+부츠컷 슬랙스 투피스 세트(S~L),https://baddiary.com/product/%EC%B6%9C%EA%B7%BC%EB%A3%A9-%ED%95%98%EC%9B%8C%EB%93%9C-%EB%8D%94%EB%B8%94-%EC%9E%90%EC%BC%93%EB%B6%80%EC%B8%A0%EC%BB%B7-%EC%8A%AC%EB%9E%99%EC%8A%A4-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8sl/27968/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/87426c02ffe7cf709f3ed8d3f1b5bea8.webp,,,,2,"rgb(224, 216, 201);, rgb(224, 177, 177);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
[상견례/하객룩1위] 울 끌로에 트위드 원피스(S~L),https://baddiary.com/product/%EC%83%81%EA%B2%AC%EB%A1%80%ED%95%98%EA%B0%9D%EB%A3%A91%EC%9C%84-%EC%9A%B8-%EB%81%8C%EB%A1%9C%EC%97%90-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%9B%90%ED%94%BC%EC%8A%A4sl/20890/category/176/display/1/,,https://baddiary.com/web/product/tiny/202402/5aa8334689c841b92340d147cb7988a4.webp,,,42,310,"rgb(0, 0, 0);, rgb(215, 177, 112);",DRESS,H라인,DRESS > H라인
크런치 블라우스+쉬폰 배색 스커트 투피스 세트,https://baddiary.com/product/%ED%81%AC%EB%9F%B0%EC%B9%98-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4%EC%89%AC%ED%8F%B0-%EB%B0%B0%EC%83%89-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8/28009/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/fe8493759c61e3132d62283477654f7e.webp,,,,1,"rgb(0, 0, 0);, rgb(240, 224, 211);",DRESS,H라인,DRESS > H라인
엘시아 배색 롱 원피스(S~L),https://baddiary.com/product/%EC%97%98%EC%8B%9C%EC%95%84-%EB%B0%B0%EC%83%89-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4sl/28008/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/6aa2159b3f3b170c949ca5d475706a0b.webp,,,,0,"rgb(0, 0, 0);, rgb(235, 189, 176);",DRESS,H라인,DRESS > H라인
[하객룩] 자바 트렌치 롱 원피스(벨트set),https://baddiary.com/product/%ED%95%98%EA%B0%9D%EB%A3%A9-%EC%9E%90%EB%B0%94-%ED%8A%B8%EB%A0%8C%EC%B9%98-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4%EB%B2%A8%ED%8A%B8set/25798/category/176/display/1/,,https://baddiary.com/web/product/tiny/202403/e13a3ee8604803c4ea47621004e3b20a.webp,,,,6,"rgb(0, 0, 130);, rgb(215, 177, 112);",DRESS,H라인,DRESS > H라인
에리카 투피스 자켓 원피스(S~L),https://baddiary.com/product/%EC%97%90%EB%A6%AC%EC%B9%B4-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%9E%90%EC%BC%93-%EC%9B%90%ED%94%BC%EC%8A%A4sl/27926/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/d52a840f5935b5216e60fae815327ba7.webp,,,,3,"rgb(0, 0, 130);, rgb(182, 217, 184);",DRESS,H라인,DRESS > H라인
톡톡 니트 롱 원피스,https://baddiary.com/product/%ED%86%A1%ED%86%A1-%EB%8B%88%ED%8A%B8-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4/27503/category/176/display/1/,,https://baddiary.com/web/product/tiny/202411/06e9df3a1ba84a809e910aada6ca81f2.webp,,,,10,"rgb(0, 0, 0);, rgb(80, 23, 4);, rgb(254, 255, 239);",DRESS,H라인,DRESS > H라인
하프넥 니트+롱 스커트 세트,https://baddiary.com/product/%ED%95%98%ED%94%84%EB%84%A5-%EB%8B%88%ED%8A%B8%EB%A1%B1-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%EC%84%B8%ED%8A%B8/27801/category/176/display/1/,,https://baddiary.com/web/product/tiny/202412/29c1db735e1e7826ddab5d0d87b28d43.webp,,,,0,"rgb(169, 169, 169);, rgb(215, 177, 112);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
피어리 울 트위드 자켓 / 미니 스커트 (단품판매),https://baddiary.com/product/%ED%94%BC%EC%96%B4%EB%A6%AC-%EC%9A%B8-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%9E%90%EC%BC%93-%EB%AF%B8%EB%8B%88-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%EB%8B%A8%ED%92%88%ED%8C%90%EB%A7%A4/27731/category/176/display/1/,,https://baddiary.com/web/product/tiny/202412/66ce244e0955125b8e78dd0b14cfc9d4.webp,,,40,0,"rgb(254, 255, 239);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
(기모) 골드 단추 점프수트(S~L),https://baddiary.com/product/%EA%B8%B0%EB%AA%A8-%EA%B3%A8%EB%93%9C-%EB%8B%A8%EC%B6%94-%EC%A0%90%ED%94%84%EC%88%98%ED%8A%B8sl/21256/category/176/display/1/,,https://baddiary.com/web/product/tiny/202301/e98da86eb43b12e045b5f79a69dc28ec.webp,,,,240,"rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
(세트10%) 후드 니트+팬츠+스커트(선택가능),https://baddiary.com/product/%EC%84%B8%ED%8A%B810-%ED%9B%84%EB%93%9C-%EB%8B%88%ED%8A%B8%ED%8C%AC%EC%B8%A0%EC%8A%A4%EC%BB%A4%ED%8A%B8%EC%84%A0%ED%83%9D%EA%B0%80%EB%8A%A5/24956/category/176/display/1/,,https://baddiary.com/web/product/tiny/202410/17fbad11080838fcb73894fdd3341f8d.webp,,,10,48,"rgb(0, 0, 0);, rgb(169, 169, 169);, rgb(215, 177, 112);",DRESS,H라인,DRESS > H라인
"[부츠,플랫 찰떡!하객룩] 하넨 울 트위드 원피스",https://baddiary.com/product/%EB%B6%80%EC%B8%A0%ED%94%8C%EB%9E%AB-%EC%B0%B0%EB%96%A1%ED%95%98%EA%B0%9D%EB%A3%A9-%ED%95%98%EB%84%A8-%EC%9A%B8-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%9B%90%ED%94%BC%EC%8A%A4/23040/category/176/display/1/,,https://baddiary.com/web/product/tiny/202212/cf4efdab0cc2952b2854c10b165e281c.webp,,,,5,"rgb(0, 0, 0);, rgb(254, 255, 239);",DRESS,H라인,DRESS > H라인
골지 브이 니트 롱 원피스,https://baddiary.com/product/%EA%B3%A8%EC%A7%80-%EB%B8%8C%EC%9D%B4-%EB%8B%88%ED%8A%B8-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4/27582/category/176/display/1/,,https://baddiary.com/web/product/tiny/202411/923478d7160f2255c18d9651273fc9bc.webp,,,,1,"rgb(0, 0, 0);, rgb(215, 177, 112);, rgb(254, 255, 239);",DRESS,H라인,DRESS > H라인
카라 니트 가디건 / 후드 / 롱 스커트 (선택구매),https://baddiary.com/product/%EC%B9%B4%EB%9D%BC-%EB%8B%88%ED%8A%B8-%EA%B0%80%EB%94%94%EA%B1%B4-%ED%9B%84%EB%93%9C-%EB%A1%B1-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%EC%84%A0%ED%83%9D%EA%B5%AC%EB%A7%A4/27618/category/176/display/1/,,https://baddiary.com/web/product/tiny/202411/9a9c0405cd361aba60fc4784f09a472a.webp,,,,3,"rgb(169, 169, 169);, rgb(0, 0, 0);, rgb(254, 255, 239);",DRESS,H라인,DRESS > H라인
[하객룩] 스텔라 롱 원피스(S~L),https://baddiary.com/product/%ED%95%98%EA%B0%9D%EB%A3%A9-%EC%8A%A4%ED%85%94%EB%9D%BC-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4sl/27202/category/176/display/1/,,https://baddiary.com/web/product/tiny/202409/2149e5289cf64aa156544105e9ae64e6.webp,,,,4,"rgb(224, 218, 188);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
[하객룩] 소매 배색 트위드 롱 원피스,https://baddiary.com/product/%ED%95%98%EA%B0%9D%EB%A3%A9-%EC%86%8C%EB%A7%A4-%EB%B0%B0%EC%83%89-%ED%8A%B8%EC%9C%84%EB%93%9C-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4/24948/category/176/display/1/,,https://baddiary.com/web/product/tiny/202311/f032a5ddb242abd57eff21ecdf1c6f55.webp,,,,8,"rgb(215, 177, 112);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
후드 니트+팬츠+스커트(선택가능),https://baddiary.com/product/%ED%9B%84%EB%93%9C-%EB%8B%88%ED%8A%B8%ED%8C%AC%EC%B8%A0%EC%8A%A4%EC%BB%A4%ED%8A%B8%EC%84%A0%ED%83%9D%EA%B0%80%EB%8A%A5/24955/category/176/display/1/,,https://baddiary.com/web/product/tiny/202311/b2585abd6e03be5a8c9d0aeb2bbb55c9.webp,,,,48,"rgb(0, 0, 0);, rgb(169, 169, 169);, rgb(215, 177, 112);",DRESS,H라인,DRESS > H라인
셔츠 블라우스+나시 원피스 세트,https://baddiary.com/product/%EC%85%94%EC%B8%A0-%EB%B8%94%EB%9D%BC%EC%9A%B0%EC%8A%A4%EB%82%98%EC%8B%9C-%EC%9B%90%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8/26711/category/176/display/1/,,https://baddiary.com/web/product/tiny/202407/a52cc7a2a75aef0b4bd3b2238c637c80.webp,,,,1,"rgb(0, 0, 0);, rgb(143, 121, 97);",DRESS,H라인,DRESS > H라인
린넨 니트 나시 롱 원피스,https://baddiary.com/product/%EB%A6%B0%EB%84%A8-%EB%8B%88%ED%8A%B8-%EB%82%98%EC%8B%9C-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4/26727/category/176/display/1/,,https://baddiary.com/web/product/tiny/202407/aedd7c8c74c5860a2e51df846e990990.webp,,,,0,"rgb(215, 177, 112);, rgb(0, 0, 0);, rgb(0, 0, 253);, rgb(254, 255, 239);, rgb(235, 220, 197);, rgb(254, 192, 203);",DRESS,H라인,DRESS > H라인
포린 나시 롱 원피스,https://baddiary.com/product/%ED%8F%AC%EB%A6%B0-%EB%82%98%EC%8B%9C-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4/26714/category/176/display/1/,,https://baddiary.com/web/product/tiny/202407/26b2db02277cc06a3764c98ac10cba06.webp,,,,0,"rgb(71, 71, 71);, rgb(255, 246, 229);",DRESS,H라인,DRESS > H라인
디아나 버튼 랩 원피스,https://baddiary.com/product/%EB%94%94%EC%95%84%EB%82%98-%EB%B2%84%ED%8A%BC-%EB%9E%A9-%EC%9B%90%ED%94%BC%EC%8A%A4/23816/category/176/display/1/,,https://baddiary.com/web/product/tiny/202305/9f9aff44994a1cf6518338873039e4e6.webp,,,,6,"rgb(119, 219, 191);, rgb(237, 215, 176);, rgb(240, 175, 175);",DRESS,H라인,DRESS > H라인
카라 배색 버튼 니트 롱 원피스,https://baddiary.com/product/%EC%B9%B4%EB%9D%BC-%EB%B0%B0%EC%83%89-%EB%B2%84%ED%8A%BC-%EB%8B%88%ED%8A%B8-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4/26167/category/176/display/1/,,https://baddiary.com/web/product/tiny/202404/932eb48f46d1b4439721c93f89ded1a8.webp,,,,1,"rgb(0, 0, 0);, rgb(215, 177, 112);, rgb(254, 255, 239);, rgb(0, 0, 253);, rgb(254, 192, 203);",DRESS,H라인,DRESS > H라인
데님 청 점프수트,https://baddiary.com/product/%EB%8D%B0%EB%8B%98-%EC%B2%AD-%EC%A0%90%ED%94%84%EC%88%98%ED%8A%B8/22050/category/176/display/1/,,https://baddiary.com/web/product/tiny/202206/e88f28969277ba4a28831ead868b2689.webp,,,,8,"rgb(161, 188, 255);",DRESS,H라인,DRESS > H라인
라룸 롱 스트라이프 원피스,https://baddiary.com/product/%EB%9D%BC%EB%A3%B8-%EB%A1%B1-%EC%8A%A4%ED%8A%B8%EB%9D%BC%EC%9D%B4%ED%94%84-%EC%9B%90%ED%94%BC%EC%8A%A4/21650/category/176/display/1/,,https://baddiary.com/web/product/tiny/202203/3e3958644b82a3c50a8a1435eba3c76c.webp,,,,13,"rgb(0, 0, 0);, rgb(125, 170, 219);",DRESS,H라인,DRESS > H라인
[하객룩] 피안트 배색 H 원피스(S~L),https://baddiary.com/product/%ED%95%98%EA%B0%9D%EB%A3%A9-%ED%94%BC%EC%95%88%ED%8A%B8-%EB%B0%B0%EC%83%89-h-%EC%9B%90%ED%94%BC%EC%8A%A4sl/22486/category/176/display/1/,,https://baddiary.com/web/product/tiny/202209/70be29aab51b58cfcaf9f0f428d9bc91.webp,,,,10,"rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
니트+가디건+스커트 세트,https://baddiary.com/product/%EB%8B%88%ED%8A%B8%EA%B0%80%EB%94%94%EA%B1%B4%EC%8A%A4%EC%BB%A4%ED%8A%B8-%EC%84%B8%ED%8A%B8/24666/category/176/display/1/,,https://baddiary.com/web/product/tiny/202309/e7e794353d759b8bb028e252c40a6df1.webp,,,,4,"rgb(254, 255, 239);, rgb(215, 177, 112);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
리제 타이 배색 원피스,https://baddiary.com/product/%EB%A6%AC%EC%A0%9C-%ED%83%80%EC%9D%B4-%EB%B0%B0%EC%83%89-%EC%9B%90%ED%94%BC%EC%8A%A4/22617/category/176/display/1/,,https://baddiary.com/web/product/tiny/202310/dd9dd90bae4b448440648b000b889b9b.webp,,,,3,"rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
다이아 니트+스커트 세트,https://baddiary.com/product/%EB%8B%A4%EC%9D%B4%EC%95%84-%EB%8B%88%ED%8A%B8%EC%8A%A4%EC%BB%A4%ED%8A%B8-%EC%84%B8%ED%8A%B8/18850/category/176/display/1/,,https://baddiary.com/web/product/tiny/202010/ca910b0b04bcc9c7ccbee1553c0d5a3c.webp,,,,5,"rgb(80, 23, 4);, rgb(17, 37, 51);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
(긴소매) 페라 버튼 니트 원피스,https://baddiary.com/product/%EA%B8%B4%EC%86%8C%EB%A7%A4-%ED%8E%98%EB%9D%BC-%EB%B2%84%ED%8A%BC-%EB%8B%88%ED%8A%B8-%EC%9B%90%ED%94%BC%EC%8A%A4/22795/category/176/display/1/,,https://baddiary.com/web/product/tiny/202211/bd5bc1fcbccbd2a88743e288252e764d.webp,,,,9,"rgb(169, 169, 169);, rgb(199, 172, 144);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
크리즈 셔링 H 롱 원피스(S~L),https://baddiary.com/product/%ED%81%AC%EB%A6%AC%EC%A6%88-%EC%85%94%EB%A7%81-h-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4sl/22350/category/176/display/1/,,https://baddiary.com/web/product/tiny/202208/108a49918e167effd9a9ce7e3d6872d6.webp,,,,27,"rgb(0, 0, 0);, rgb(215, 177, 112);",DRESS,H라인,DRESS > H라인
키멜 브이 니트 원피스,https://baddiary.com/product/%ED%82%A4%EB%A9%9C-%EB%B8%8C%EC%9D%B4-%EB%8B%88%ED%8A%B8-%EC%9B%90%ED%94%BC%EC%8A%A4/24499/category/176/display/1/,,https://baddiary.com/web/product/tiny/202309/fd5233cf821954e9a57c7412607d454c.webp,,,,2,"rgb(215, 177, 112);, rgb(0, 0, 0);, rgb(254, 255, 239);",DRESS,H라인,DRESS > H라인
[하객룩] 도빌 배색 원피스(미디/롱),https://baddiary.com/product/%ED%95%98%EA%B0%9D%EB%A3%A9-%EB%8F%84%EB%B9%8C-%EB%B0%B0%EC%83%89-%EC%9B%90%ED%94%BC%EC%8A%A4%EB%AF%B8%EB%94%94%EB%A1%B1/24717/category/176/display/1/,,https://baddiary.com/web/product/tiny/202310/42f41096faafad43c0ef3e7d44740a2e.webp,,,,0,"rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
가든 뷔스티에 롱 원피스,https://baddiary.com/product/%EA%B0%80%EB%93%A0-%EB%B7%94%EC%8A%A4%ED%8B%B0%EC%97%90-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4/24434/category/176/display/1/,,https://baddiary.com/web/product/tiny/202308/f88ccf2bccc7b86f4fe03800561201dd.webp,,,12,0,"rgb(215, 177, 112);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
리덴 페플럼 원피스(벨트증정),https://baddiary.com/product/%EB%A6%AC%EB%8D%B4-%ED%8E%98%ED%94%8C%EB%9F%BC-%EC%9B%90%ED%94%BC%EC%8A%A4%EB%B2%A8%ED%8A%B8%EC%A6%9D%EC%A0%95/19712/category/176/display/1/,,https://baddiary.com/web/product/tiny/202103/01a1be3ade2131e5e8912b74d8f9d853.webp,,,,39,"rgb(219, 212, 186);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
베럴 와이드 점프수트,https://baddiary.com/product/%EB%B2%A0%EB%9F%B4-%EC%99%80%EC%9D%B4%EB%93%9C-%EC%A0%90%ED%94%84%EC%88%98%ED%8A%B8/23692/category/176/display/1/,,https://baddiary.com/web/product/tiny/202304/9efd4ebbb135edc115c9bce7a0da9751.webp,,,,4,"rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
캐리 머메이드 롱 원피스(벨트set),https://baddiary.com/product/%EC%BA%90%EB%A6%AC-%EB%A8%B8%EB%A9%94%EC%9D%B4%EB%93%9C-%EB%A1%B1-%EC%9B%90%ED%94%BC%EC%8A%A4%EB%B2%A8%ED%8A%B8set/21369/category/176/display/1/,,https://baddiary.com/web/product/tiny/202203/b271c76b3b603c5b3b327081e9e5c0ab.gif,,,,15,"rgb(215, 177, 112);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
시리즈니트원피스,https://baddiary.com/product/%EC%8B%9C%EB%A6%AC%EC%A6%88%EB%8B%88%ED%8A%B8%EC%9B%90%ED%94%BC%EC%8A%A4/15220/category/176/display/1/,,https://baddiary.com/web/product/tiny/201901/1e3c932c48e36abbc2ef1071d6ff870d.jpg,,,,2,"rgb(0, 0, 0);, rgb(215, 177, 112);",DRESS,H라인,DRESS > H라인
유니 뷔스티에 원피스,https://baddiary.com/product/%EC%9C%A0%EB%8B%88-%EB%B7%94%EC%8A%A4%ED%8B%B0%EC%97%90-%EC%9B%90%ED%94%BC%EC%8A%A4/18406/category/176/display/1/,,https://baddiary.com/web/product/tiny/202007/433f5818ceab620babeaea83f8b9f204.webp,,,,10,"rgb(0, 0, 0);, rgb(215, 177, 112);, rgb(254, 255, 239);",DRESS,H라인,DRESS > H라인
트위드 더블 버튼 자켓+롱 스커트 투피스 세트(S~L),https://baddiary.com/product/%ED%8A%B8%EC%9C%84%EB%93%9C-%EB%8D%94%EB%B8%94-%EB%B2%84%ED%8A%BC-%EC%9E%90%EC%BC%93%EB%A1%B1-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8sl/27896/category/176/display/1/,,https://baddiary.com/web/product/tiny/202501/1b5a8b18e99c5555e9391a6fccf00dc9.webp,,,,1,"rgb(0, 0, 130);, rgb(0, 0, 0);",DRESS,H라인,DRESS > H라인
[단독] 심플 점프수트(F~L),https://baddiary.com/product/%EB%8B%A8%EB%8F%85-%EC%8B%AC%ED%94%8C-%EC%A0%90%ED%94%84%EC%88%98%ED%8A%B8fl/17751/category/176/display/1/,,https://baddiary.com/web/product/tiny/202304/c82d274c4b97b8e5c4e3e70a6f184fb1.jpg,,,,296,,DRESS,H라인,DRESS > H라인
엔하스 트위드 숏 자켓+롱 스커트 투피스 세트,https://baddiary.com/product/%EC%97%94%ED%95%98%EC%8A%A4-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%88%8F-%EC%9E%90%EC%BC%93%EB%A1%B1-%EC%8A%A4%EC%BB%A4%ED%8A%B8-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8/27910/category/176/display/1/,,https://baddiary.com/web/product/tiny/202501/ee3540b89f5cdf154dea95272b6eb117.webp,,,25,4,"rgb(254, 255, 239);, rgb(254, 192, 203);",DRESS,H라인,DRESS > H라인
비바 라운드 자켓+스커트 투피스 세트(S~L),https://baddiary.com/product/%EB%B9%84%EB%B0%94-%EB%9D%BC%EC%9A%B4%EB%93%9C-%EC%9E%90%EC%BC%93%EC%8A%A4%EC%BB%A4%ED%8A%B8-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8sl/27859/category/176/display/1/,,https://baddiary.com/web/product/tiny/202501/530cadb57be74f7afff880dab8319bc6.webp,,,36,6,"rgb(0, 0, 0);, rgb(161, 146, 121);",DRESS,H라인,DRESS > H라인
스퀘어 라인 배색 트위드 자켓+스커트 투피스 세트(미니/롱),https://baddiary.com/product/%EC%8A%A4%ED%80%98%EC%96%B4-%EB%9D%BC%EC%9D%B8-%EB%B0%B0%EC%83%89-%ED%8A%B8%EC%9C%84%EB%93%9C-%EC%9E%90%EC%BC%93%EC%8A%A4%EC%BB%A4%ED%8A%B8-%ED%88%AC%ED%94%BC%EC%8A%A4-%EC%84%B8%ED%8A%B8%EB%AF%B8%EB%8B%88%EB%A1%B1/27923/category/176/display/1/,,https://baddiary.com/web/product/tiny/202502/dfb8e409c62050dc749c6ab06880e12e.webp,,,66,0,"rgb(254, 255, 239);, rgb(254, 192, 203);, rgb(0, 0, 130);",DRESS,H라인,DRESS > H라인
